,PMCID,Journal Title,Year,data_shared,code_relevant,preprint,data_upon_request,code_shared,code_upon_request,preregistration,OSF_exploratory
0,PMC4645630,J Biol Chem,2015,0,0,0,0,0,0,0,0
1,PMC4645717,Front Plant Sci,2015,1,0,0,0,0,0,0,0
2,PMC4645830,Open Biomed Eng J,2015,0,0,0,0,0,0,0,0
3,PMC4645835,Open Biomed Eng J,2015,0,1,0,0,0,0,0,0
4,PMC4645837,Open Biomed Eng J,2015,0,0,0,0,0,0,0,0
5,PMC4645864,Open Biomed Eng J,2015,0,0,0,0,0,0,0,0
6,PMC4645896,Open Biomed Eng J,2015,0,0,0,0,0,0,0,0
7,PMC4645899,Open Biomed Eng J,2015,0,0,0,0,0,0,0,0
8,PMC4645903,Open Biomed Eng J,2015,0,1,0,0,0,0,0,0
9,PMC4645922,Open Biomed Eng J,2015,0,0,0,0,0,0,0,0
10,PMC4645965,Open Biomed Eng J,2015,0,0,0,0,0,0,0,0
11,PMC4645967,Open Biomed Eng J,2015,0,0,0,0,0,0,0,0
12,PMC4645969,Open Biomed Eng J,2015,0,0,0,0,0,0,0,0
13,PMC4645970,Open Biomed Eng J,2015,0,1,0,0,0,0,0,0
14,PMC4645973,Open Biomed Eng J,2015,0,0,0,0,0,0,0,0
15,PMC4646009,J Biol Chem,2015,0,0,0,0,0,0,0,0
16,PMC4646010,J Biol Chem,2015,0,0,0,0,0,0,0,0
17,PMC4646021,J Biol Chem,2015,0,0,0,0,0,0,0,0
18,PMC4646033,J Biol Chem,2015,0,0,0,0,0,0,0,0
19,PMC4646038,J Biol Chem,2015,1,0,0,0,0,0,0,0
20,PMC4646056,J Dev Behav Pediatr,2015,0,0,0,0,0,0,0,0
21,PMC4646085,Psychopharmacology (Berl),2014,0,0,0,0,0,0,0,0
22,PMC4646086,J Neurol Neurosurg Psychiatry,2010,0,0,0,0,0,0,0,0
23,PMC4646089,Ann Neurol,2015,0,0,0,0,0,0,0,0
24,PMC4646169,Paediatr Perinat Epidemiol,2015,0,0,0,0,0,0,0,0
25,PMC4646186,J Biol Chem,2015,0,0,0,0,0,0,0,0
26,PMC4646194,J Biol Chem,2015,0,0,0,0,0,0,0,0
27,PMC4646196,J Biol Chem,2015,0,0,0,0,0,0,0,0
28,PMC4646197,J Biol Chem,2015,0,0,0,0,0,0,0,0
29,PMC4646225,J Soc Clin Psychol,2015,0,0,0,0,0,0,0,0
30,PMC4646236,J Biol Chem,2015,0,0,0,0,0,0,0,0
31,PMC4646252,J Biol Chem,2015,0,0,0,0,0,0,0,0
32,PMC4646279,J Biol Chem,2015,0,0,0,0,0,0,0,0
33,PMC4646284,PLoS One,2015,1,1,0,0,0,0,0,0
34,PMC4646285,PLoS One,2015,0,0,0,0,0,0,0,0
35,PMC4646287,PLoS One,2015,0,0,0,0,0,0,0,0
36,PMC4646288,PLoS One,2015,0,0,0,0,0,0,0,0
37,PMC4646293,J Biol Chem,2015,0,0,0,0,0,0,0,0
38,PMC4646322,J Biol Chem,2015,0,0,0,0,0,0,0,0
39,PMC4646333,J Biol Chem,2015,0,0,0,0,0,0,0,0
40,PMC4646339,PLoS One,2015,0,0,0,0,0,0,0,0
41,PMC4646340,PLoS One,2015,0,0,0,0,1,0,0,0
42,PMC4646341,PLoS One,2015,1,0,0,0,0,0,0,0
43,PMC4646342,PLoS One,2015,0,0,0,0,0,0,0,0
44,PMC4646344,PLoS One,2015,1,0,1,0,0,0,0,0
45,PMC4646345,PLoS One,2015,0,0,0,0,0,0,0,0
46,PMC4646346,PLoS One,2015,0,1,0,0,0,0,0,0
47,PMC4646347,PLoS One,2015,0,0,0,0,0,0,0,0
