,PMCID,Journal Title,Year,data_shared,code_relevant,preprint,data_upon_request,code_shared,code_upon_request,preregistration,OSF_exploratory
0,PMC5422629,Proc Jpn Acad Ser B Phys Biol Sci,2017,0,0,0,0,0,0,0,0
1,PMC5422639,Int J Biomed Sci,2017,0,0,0,0,0,0,0,0
2,PMC5422640,Int J Biomed Sci,2017,0,0,0,0,0,0,0,0
3,PMC5422641,Int J Biomed Sci,2017,0,0,0,0,0,0,0,0
4,PMC5422642,Int J Biomed Sci,2017,0,0,0,0,0,0,0,0
5,PMC5422643,Int J Biomed Sci,2017,1,0,0,0,0,0,0,0
6,PMC5422644,Int J Biomed Sci,2017,0,0,0,0,0,0,0,0
7,PMC5422645,Int J Biomed Sci,2017,0,0,0,0,0,0,0,0
8,PMC5422713,Front Microbiol,2017,1,0,0,0,0,0,0,0
9,PMC5422739,Front Cell Infect Microbiol,2017,1,0,0,0,0,0,0,0
10,PMC5422849,Sci Rep,2017,0,0,0,0,0,0,0,0
11,PMC5422861,BMC Biol,2017,0,0,0,0,0,0,0,0
12,PMC5422863,BMC Struct Biol,2017,1,0,0,0,0,0,0,0
13,PMC5422874,Front Physiol,2017,1,1,0,0,0,0,0,0
14,PMC5422875,J Nanobiotechnology,2017,0,0,0,0,0,0,0,0
15,PMC5422877,Front Microbiol,2017,0,0,0,0,0,0,0,0
16,PMC5422883,Biomed Eng Online,2017,0,0,0,0,0,0,0,0
17,PMC5422887,Biomark Res,2017,0,0,0,0,0,0,0,0
18,PMC5422889,BMC Biotechnol,2017,0,0,0,0,0,0,0,0
19,PMC5422891,BMC Plant Biol,2017,0,0,0,0,0,0,0,0
20,PMC5422901,Biotechnol Biofuels,2017,0,0,0,0,0,0,0,0
21,PMC5422909,J Ethnobiol Ethnomed,2017,0,1,0,0,0,0,0,0
22,PMC5422919,eNeuro,2017,0,0,1,0,1,0,0,0
23,PMC5422920,eNeuro,2017,0,0,1,0,0,0,0,0
24,PMC5422931,Mol Neurodegener,2017,0,1,0,0,0,0,0,0
25,PMC5422933,Genome Biol,2017,1,0,0,0,0,0,0,0
26,PMC5422934,BMC Bioinformatics,2017,0,1,0,0,1,0,0,0
27,PMC5422936,BMC Neurosci,2017,0,0,0,0,0,0,0,0
28,PMC5422939,Reprod Biol Endocrinol,2017,0,0,0,0,0,0,0,0
29,PMC5422949,J Neurodev Disord,2017,0,1,0,0,1,0,0,0
30,PMC5422955,Front Microbiol,2017,0,0,0,0,0,0,0,0
31,PMC5422967,BMC Biol,2017,0,0,0,0,0,0,0,0
32,PMC5422973,Front Zool,2017,0,0,0,0,0,0,0,0
33,PMC5422979,J Neuroinflammation,2017,0,0,0,0,0,0,0,0
34,PMC5422983,J Neuroinflammation,2017,0,0,0,0,0,0,0,0
35,PMC5423002,BMC Bioinformatics,2017,0,0,0,0,0,0,0,0
36,PMC5423004,Front Zool,2017,0,0,0,0,0,0,0,0
37,PMC5423010,BMC Bioinformatics,2017,1,1,0,0,1,0,0,0
38,PMC5423021,J Biomed Sci,2017,0,0,0,0,0,0,0,0
39,PMC5423029,BMC Psychiatry,2017,0,0,0,0,0,0,0,0
40,PMC5423030,BMC Neurosci,2017,0,0,0,0,0,0,0,0
41,PMC5423032,Sci Rep,2017,0,0,0,0,0,0,0,0
42,PMC5423033,Sci Rep,2017,0,1,0,0,0,0,0,0
43,PMC5423034,Sci Rep,2017,0,0,0,0,0,0,0,0
