,PMCID,Journal Title,Year,data_shared,code_relevant,preprint,data_upon_request,code_shared,code_upon_request,preregistration,OSF_exploratory
0,PMC4335000,PLoS One,2015,0,0,0,0,0,0,0,0
1,PMC4335001,PLoS One,2015,0,0,0,0,0,0,0,0
2,PMC4335002,PLoS One,2015,0,0,0,0,0,0,0,0
3,PMC4335003,PLoS One,2015,1,1,0,0,0,0,0,0
4,PMC4335004,PLoS One,2015,0,1,0,0,0,0,0,0
5,PMC4335006,PLoS One,2015,1,0,0,0,0,0,0,0
6,PMC4335007,PLoS Genet,2015,1,1,0,0,0,0,0,0
7,PMC4335008,PLoS One,2015,0,0,0,0,0,0,0,0
8,PMC4335009,PLoS Genet,2015,0,0,0,0,0,0,0,0
9,PMC4335010,PLoS One,2015,0,1,0,0,1,0,0,0
10,PMC4335011,PLoS One,2015,0,0,0,0,0,0,0,0
11,PMC4335012,PLoS One,2015,1,0,0,0,0,0,0,0
12,PMC4335015,PLoS Genet,2015,1,1,0,0,0,0,0,0
13,PMC4335016,PLoS One,2015,0,0,0,0,0,0,0,0
14,PMC4335018,PLoS One,2015,0,0,0,0,0,0,0,0
15,PMC4335019,PLoS One,2015,1,0,1,0,0,0,0,0
16,PMC4335020,PLoS One,2015,0,0,0,0,0,0,0,0
17,PMC4335022,PLoS One,2015,1,0,0,0,0,0,0,0
18,PMC4335023,PLoS One,2015,0,0,0,0,0,0,0,0
19,PMC4335024,PLoS One,2015,1,0,0,0,0,0,0,0
20,PMC4335025,PLoS One,2015,0,0,0,0,0,0,0,0
21,PMC4335026,PLoS Comput Biol,2015,0,0,0,0,0,0,0,0
22,PMC4335027,PLoS One,2015,0,0,0,0,0,0,0,0
23,PMC4335028,PLoS One,2015,0,0,0,0,0,0,0,0
24,PMC4335029,PLoS One,2015,0,0,0,0,0,0,0,0
25,PMC4335030,PLoS One,2015,0,0,0,0,0,0,0,0
26,PMC4335031,PLoS Pathog,2015,0,0,0,0,0,0,0,0
27,PMC4335032,PLoS Comput Biol,2015,0,0,0,0,0,0,0,0
28,PMC4335033,PLoS Genet,2015,0,0,0,0,0,0,0,0
29,PMC4335035,PLoS One,2015,0,1,1,0,0,0,0,0
30,PMC4335036,PLoS One,2015,0,0,0,0,0,0,0,0
31,PMC4335038,PLoS One,2015,1,0,0,0,0,0,0,0
32,PMC4335039,PLoS Negl Trop Dis,2015,0,0,0,0,0,0,0,0
33,PMC4335040,PLoS One,2015,0,0,0,0,0,0,0,0
34,PMC4335041,PLoS One,2015,0,0,0,0,0,0,0,0
35,PMC4335042,PLoS One,2015,0,1,0,0,0,0,0,0
36,PMC4335043,PLoS One,2015,0,1,0,0,0,0,0,0
37,PMC4335044,PLoS One,2015,0,0,0,0,0,0,0,0
38,PMC4335045,PLoS One,2015,0,0,0,0,0,0,0,0
39,PMC4335046,PLoS One,2015,0,0,0,0,0,0,0,0
40,PMC4335047,PLoS Genet,2015,0,0,0,0,0,0,0,0
41,PMC4335048,PLoS One,2015,0,0,0,0,0,0,0,0
42,PMC4335049,PLoS One,2015,0,0,0,0,0,0,0,0
43,PMC4335050,PLoS Negl Trop Dis,2015,0,0,0,0,0,0,0,0
44,PMC4335051,PLoS One,2015,0,0,0,0,0,0,0,0
45,PMC4335052,PLoS One,2015,1,0,0,0,0,0,0,0
46,PMC4335053,PLoS One,2015,0,0,0,0,0,0,0,0
47,PMC4335054,PLoS One,2015,0,0,0,0,0,0,0,0
48,PMC4335055,PLoS One,2015,1,1,0,0,1,0,0,0
49,PMC4335056,PLoS One,2015,0,0,0,0,0,0,0,0
50,PMC4335057,PLoS One,2015,0,0,0,0,0,0,0,0
51,PMC4335058,PLoS One,2015,0,0,0,0,0,0,0,0
52,PMC4335059,PLoS One,2015,0,0,0,0,0,0,0,0
53,PMC4335060,PLoS One,2015,0,0,0,0,0,0,0,0
54,PMC4335061,PLoS One,2015,0,0,0,0,0,0,0,0
55,PMC4335062,PLoS Comput Biol,2015,0,1,0,0,0,0,0,0
56,PMC4335063,PLoS One,2015,0,0,0,0,0,0,0,0
57,PMC4335064,PLoS Negl Trop Dis,2015,0,1,0,0,0,0,0,0
58,PMC4335066,PLoS One,2015,1,0,0,0,0,0,0,0
59,PMC4335067,PLoS One,2015,0,0,0,0,0,0,0,0
60,PMC4335068,PLoS One,2015,1,1,0,0,0,0,0,0
61,PMC4335069,PLoS One,2015,0,0,0,0,0,0,0,0
62,PMC4335070,PLoS One,2015,1,0,0,0,0,0,0,0
63,PMC4335071,PLoS One,2015,1,0,1,0,0,0,0,0
64,PMC4335072,PLoS One,2015,0,0,0,0,0,0,0,0
65,PMC4335073,PLoS Pathog,2015,0,0,0,0,0,0,0,0
66,PMC4335096,Ann Behav Med,2014,0,0,0,0,0,0,0,0
67,PMC4335097,Atten Percept Psychophys,2014,0,1,0,0,0,0,0,0
68,PMC4335098,Ann Behav Med,2014,0,1,0,0,0,0,0,0
69,PMC4335099,Front Oncol,2015,0,0,0,0,0,0,0,0
70,PMC4335100,Front Oncol,2015,0,0,0,0,0,0,0,0
71,PMC4335101,Atten Percept Psychophys,2014,0,0,0,0,0,0,0,0
72,PMC4335123,Ann Behav Med,2014,0,0,0,0,0,0,0,0
73,PMC4335125,Acta Neurochir (Wien),2015,0,0,0,0,0,0,0,0
74,PMC4335135,Proc Jpn Acad Ser B Phys Biol Sci,2014,0,0,0,0,0,0,0,0
75,PMC4335136,Proc Jpn Acad Ser B Phys Biol Sci,2014,0,0,0,0,0,0,0,0
76,PMC4335137,Proc Jpn Acad Ser B Phys Biol Sci,2014,0,0,0,0,0,0,0,0
77,PMC4335138,Proc Jpn Acad Ser B Phys Biol Sci,2014,0,0,0,0,0,0,0,0
78,PMC4335139,Proc Jpn Acad Ser B Phys Biol Sci,2014,0,0,1,0,0,0,0,0
79,PMC4335173,Front Genet,2015,0,1,0,0,0,0,0,0
80,PMC4335174,Front Neuroanat,2015,1,0,0,0,0,0,0,0
81,PMC4335175,Front Neurol,2015,0,0,0,0,0,0,0,0
82,PMC4335176,Front Behav Neurosci,2015,0,0,0,0,0,0,0,0
83,PMC4335177,Front Neurosci,2015,0,0,0,0,0,0,0,0
84,PMC4335178,Front Cell Neurosci,2015,0,0,0,0,0,0,0,0
85,PMC4335179,Front Microbiol,2015,1,0,0,0,0,0,0,0
86,PMC4335180,Front Plant Sci,2015,0,0,0,0,0,0,0,0
87,PMC4335181,Front Neurosci,2015,1,0,0,0,0,0,0,0
88,PMC4335182,Front Comput Neurosci,2015,0,1,0,0,0,0,0,0
89,PMC4335183,Front Behav Neurosci,2015,0,0,1,0,0,0,0,0
90,PMC4335184,Front Neurol,2015,0,1,0,0,0,0,0,0
91,PMC4335185,Front Neurosci,2015,0,1,0,0,0,0,0,0
92,PMC4335192,Front Neuroanat,2015,0,0,0,0,0,0,0,0
93,PMC4335213,J Biol Chem,2015,0,0,0,0,0,0,0,0
94,PMC4335217,J Biol Chem,2015,0,0,0,0,0,0,0,0
95,PMC4335256,Front Synaptic Neurosci,2015,0,0,0,0,0,0,0,0
96,PMC4335257,Front Oncol,2015,0,0,0,0,0,0,0,0
97,PMC4335258,Front Pharmacol,2015,0,0,0,0,0,0,0,0
98,PMC4335259,Front Physiol,2015,0,0,0,0,0,0,0,0
99,PMC4335261,Front Cell Dev Biol,2015,0,0,0,0,0,0,0,0
100,PMC4335268,Front Microbiol,2015,0,0,0,0,0,0,0,0
101,PMC4335269,Front Pharmacol,2015,0,0,0,0,0,0,0,0
102,PMC4335271,Front Microbiol,2015,0,0,0,0,0,0,0,0
103,PMC4335272,Front Plant Sci,2015,0,0,0,0,0,0,0,0
104,PMC4335273,Front Microbiol,2015,1,0,0,0,0,0,0,0
105,PMC4335274,Front Plant Sci,2015,1,0,0,0,0,0,0,0
106,PMC4335275,Front Plant Sci,2015,1,1,0,0,0,0,0,0
107,PMC4335276,Front Genet,2015,0,0,0,0,0,0,0,0
108,PMC4335288,Front Plant Sci,2015,0,0,0,0,0,0,0,0
109,PMC4335289,Front Pharmacol,2015,0,0,0,0,0,0,0,0
110,PMC4335301,Front Psychol,2015,0,0,0,0,0,0,0,0
111,PMC4335302,Front Psychol,2015,0,0,0,0,0,0,0,0
112,PMC4335303,Front Plant Sci,2015,0,0,0,0,0,0,0,0
113,PMC4335307,Health Psychol,2014,0,0,0,0,0,0,0,0
114,PMC4335345,Front Psychol,2015,0,0,0,0,0,0,0,0
115,PMC4335349,Nat Commun,2015,0,0,0,0,0,0,0,0
116,PMC4335350,Nat Commun,2015,0,1,0,0,0,0,0,0
117,PMC4335351,Nat Commun,2015,1,0,0,0,0,0,0,0
118,PMC4335353,Nat Commun,2015,1,1,0,0,0,0,0,0
119,PMC4335357,Int J Radiat Oncol Biol Phys,2015,0,0,0,0,0,0,0,0
120,PMC4335363,Biol Res,2014,0,0,0,0,0,0,0,0
121,PMC4335369,BMC Plant Biol,2014,0,0,0,0,0,0,0,0
122,PMC4335380,Front Med (Lausanne),2014,0,0,1,0,0,0,0,0
123,PMC4335381,Front Med (Lausanne),2014,0,0,0,0,0,0,0,0
124,PMC4335382,Front Med (Lausanne),2014,0,0,0,0,0,0,0,0
125,PMC4335383,Front Med (Lausanne),2014,0,0,0,0,0,0,0,0
126,PMC4335384,Front Med (Lausanne),2014,0,0,1,0,0,0,0,0
127,PMC4335387,Front Med (Lausanne),2014,0,0,0,0,0,0,0,0
128,PMC4335388,Front Med (Lausanne),2014,0,1,1,0,0,0,0,0
129,PMC4335389,J Anim Sci Biotechnol,2014,0,0,0,0,0,0,0,0
130,PMC4335390,Front Med (Lausanne),2014,0,0,0,0,0,0,0,0
131,PMC4335391,Front Psychol,2015,0,1,0,0,0,0,0,0
132,PMC4335392,J Neurodev Disord,2014,0,1,0,0,0,0,0,0
133,PMC4335393,Front Med (Lausanne),2014,0,0,0,0,0,0,0,0
134,PMC4335394,Front Med (Lausanne),2014,0,0,0,0,0,0,0,0
135,PMC4335395,Front Cell Dev Biol,2015,0,1,0,0,0,0,0,0
136,PMC4335396,Front Physiol,2015,0,0,0,0,0,0,0,0
137,PMC4335397,Front Med (Lausanne),2014,0,0,0,0,0,0,0,0
138,PMC4335401,Front Med (Lausanne),2014,1,0,0,0,0,0,0,0
139,PMC4335402,Front Med (Lausanne),2014,0,0,0,0,0,0,0,0
140,PMC4335403,Front Med (Lausanne),2014,0,0,0,0,0,0,0,0
141,PMC4335404,Front Med (Lausanne),2014,0,0,0,0,0,0,0,0
142,PMC4335405,Front Plant Sci,2015,0,0,0,0,0,0,0,0
143,PMC4335406,BMC Microbiol,2015,0,1,0,0,0,0,0,0
144,PMC4335418,Microbiome,2015,1,0,0,0,1,0,0,0
145,PMC4335423,Biol Res,2014,0,0,0,0,0,0,0,0
146,PMC4335437,Biol Res,2014,1,0,0,0,0,0,0,0
147,PMC4335451,Int J Behav Nutr Phys Act,2015,0,0,0,0,0,0,0,0
148,PMC4335452,BMC Evol Biol,2015,0,0,0,0,0,0,0,0
149,PMC4335455,J Neurol Neurosurg Psychiatry,2014,1,0,0,0,0,0,0,0
150,PMC4335458,PLoS Pathog,2015,0,0,0,0,0,0,0,0
151,PMC4335459,PLoS Genet,2015,0,0,0,0,0,0,0,0
152,PMC4335465,Front Plant Sci,2015,0,0,0,0,0,0,0,0
153,PMC4335466,Front Psychol,2015,0,0,0,0,0,0,0,0
154,PMC4335467,Front Neuroinform,2015,1,1,0,0,0,0,0,0
155,PMC4335468,Front Genet,2015,0,0,0,0,0,0,0,0
156,PMC4335469,Front Immunol,2015,0,0,0,0,0,0,0,0
157,PMC4335485,Front Hum Neurosci,2015,0,1,0,0,0,0,0,0
158,PMC4335486,PLoS Genet,2015,0,0,0,0,0,0,0,0
159,PMC4335487,PLoS Genet,2015,1,0,0,0,0,0,0,0
160,PMC4335488,PLoS Genet,2015,0,0,0,0,0,0,0,0
161,PMC4335496,PLoS Genet,2015,0,0,0,0,0,0,0,0
162,PMC4335497,PLoS Pathog,2015,0,0,0,0,0,0,0,0
163,PMC4335498,PLoS Pathog,2015,0,0,0,0,0,0,0,0
164,PMC4335499,PLoS Genet,2015,0,0,0,0,1,0,0,0
165,PMC4335500,PLoS Genet,2015,1,0,0,0,0,0,0,0
166,PMC4335501,PLoS Pathog,2015,1,1,0,0,0,0,0,0
167,PMC4335502,PLoS Genet,2015,0,0,0,0,1,0,0,0
168,PMC4335503,PLoS Pathog,2015,1,0,0,0,0,0,0,0
169,PMC4335504,PLoS Pathog,2015,0,0,0,0,0,0,0,0
170,PMC4335505,PLoS Pathog,2015,0,0,0,0,0,0,0,0
171,PMC4335506,PLoS Genet,2015,0,0,0,0,0,0,0,0
172,PMC4335507,PLoS Genet,2015,0,0,0,0,0,0,0,0
173,PMC4335509,Nat Commun,2015,0,1,0,0,0,0,0,0
174,PMC4335510,Biol Res,2014,1,0,0,0,0,0,0,0
175,PMC4335539,BMC Neurol,2015,0,1,0,0,0,0,0,0
176,PMC4335541,BMC Evol Biol,2015,0,0,0,0,0,0,0,0
177,PMC4335542,Jundishapur J Microbiol,2014,0,0,0,0,0,0,0,0
178,PMC4335546,Jundishapur J Microbiol,2014,0,0,0,0,0,0,0,0
179,PMC4335547,Jundishapur J Microbiol,2014,0,0,0,0,0,0,0,0
180,PMC4335548,Jundishapur J Microbiol,2014,0,0,0,0,0,0,0,0
181,PMC4335549,Jundishapur J Microbiol,2014,0,0,0,0,0,0,0,0
182,PMC4335550,Jundishapur J Microbiol,2014,0,0,0,0,0,0,0,0
183,PMC4335556,Biol Res,2014,0,0,0,0,0,0,0,0
184,PMC4335557,BMC Microbiol,2015,1,0,0,0,0,0,0,0
185,PMC4335567,Jundishapur J Microbiol,2014,0,0,0,0,0,0,0,0
186,PMC4335568,Jundishapur J Microbiol,2014,0,0,0,0,0,0,0,0
187,PMC4335569,Jundishapur J Microbiol,2014,0,0,0,0,0,0,0,0
188,PMC4335570,Jundishapur J Microbiol,2014,1,0,0,0,0,0,0,0
189,PMC4335573,Jundishapur J Microbiol,2014,0,0,0,0,0,0,0,0
190,PMC4335574,Jundishapur J Microbiol,2014,0,0,0,0,0,0,0,0
191,PMC4335601,CNS Neurosci Ther,2014,1,0,0,0,0,0,0,0
192,PMC4335604,Front Genet,2015,0,0,0,0,0,0,0,0
193,PMC4335605,Front Immunol,2015,0,0,0,0,0,0,0,0
194,PMC4335628,Dement Geriatr Cogn Dis Extra,2015,0,0,0,0,0,0,0,0
195,PMC4335629,Dement Geriatr Cogn Dis Extra,2015,0,0,0,0,0,0,0,0
196,PMC4335632,J Biomed Sci,2015,0,0,0,0,0,0,0,0
197,PMC4335639,Am J Hum Biol,2012,0,0,0,0,0,0,0,0
198,PMC4335650,S Afr J Bioeth Law,2013,0,0,0,0,0,0,0,0
199,PMC4335654,Psychopharmacology (Berl),2014,0,0,0,0,0,0,0,0
200,PMC4335656,Biochim Biophys Acta,2014,0,0,0,0,0,0,0,0
201,PMC4335670,JAMA Neurol,2014,0,0,0,0,0,0,0,0
202,PMC4335683,Int J Behav Nutr Phys Act,2015,0,0,0,0,0,0,0,0
203,PMC4335693,J Neurol Neurosurg Psychiatry,2014,0,0,0,0,0,0,0,0
204,PMC4335710,Nat Commun,2014,1,1,0,0,0,0,0,0
205,PMC4335712,J Biomed Inform,2014,0,0,0,0,0,0,0,0
206,PMC4335713,Ann Neurosci Psychol,2014,0,0,0,0,0,0,0,0
207,PMC4335715,Biol Res,2014,0,0,0,0,0,0,0,0
208,PMC4335722,Int J Radiat Oncol Biol Phys,2010,0,0,0,0,0,0,0,0
209,PMC4335775,Biol Res,2014,0,0,0,0,0,0,0,0
210,PMC4335776,Biol Res,2014,1,0,0,0,0,0,0,0
211,PMC4335779,Biol Res,2014,0,0,0,0,0,0,0,0
212,PMC4335781,Biol Direct,2015,0,0,0,0,0,0,0,0
213,PMC4335783,BMC Biotechnol,2015,1,0,0,0,0,0,0,0
214,PMC4335787,Biol Res,2014,0,0,0,0,0,0,0,0
215,PMC4335809,Bioconjug Chem,2014,0,0,0,0,0,0,0,0
216,PMC4335810,Bioconjug Chem,2014,0,0,0,0,0,0,0,0
